time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,sunshine_duration,daylight_duration,et0_fao_evapotranspiration,precipitation_sum
2014-05-26,27.9,16.0,22.0,29.9,16.5,8.6,27.0,39,24.5,49039.43,57357.12,4.75,1.0
2014-05-27,27.3,17.1,22.4,29.5,18.3,9.0,15.1,33,24.08,52272.62,57486.52,4.57,1.6
2014-05-28,25.6,16.1,21.2,27.9,17.8,9.5,23.0,196,21.99,46088.89,57612.35,4.11,6.0
2014-05-29,23.6,16.0,19.7,24.3,16.9,10.8,35.6,245,19.74,48825.62,57734.45,3.53,0.8
2014-05-30,21.5,15.3,18.2,21.3,14.7,16.6,35.3,16,15.85,36163.62,57852.68,2.83,7.8
2014-05-31,19.1,16.1,17.4,20.3,16.0,15.7,31.0,63,7.7,780.67,57966.89,1.37,16.1
2014-06-01,20.9,15.1,17.6,21.3,15.1,14.8,28.8,117,13.31,24078.49,58076.95,2.28,9.6
2014-06-02,22.0,15.4,18.5,22.2,16.0,14.3,36.7,157,19.06,46038.18,58182.67,3.3,1.2
2014-06-03,22.4,15.5,19.2,23.0,16.6,16.6,31.0,77,15.1,44510.12,58283.92,3.17,2.2
2014-06-04,20.4,16.9,19.0,19.5,15.4,22.2,54.7,110,12.32,22962.94,58380.55,3.3,2.1
2014-06-05,22.9,15.3,19.2,24.6,16.1,10.2,30.6,79,18.17,47678.24,58472.4,3.16,4.5
2014-06-06,28.7,16.0,21.8,30.9,15.1,11.8,31.0,59,26.39,53662.0,58559.32,5.33,0.0
2014-06-07,28.6,15.8,22.2,30.2,15.2,16.9,28.8,12,25.77,54822.9,58641.16,5.36,0.2
2014-06-08,27.0,18.1,22.3,29.6,19.9,13.1,29.9,336,24.42,50040.93,58717.76,4.79,0.2
2014-06-09,24.3,15.9,20.7,24.5,16.1,19.0,38.5,317,25.66,56849.91,58789.0,5.0,0.0
2014-06-10,23.8,15.9,20.1,23.3,16.1,24.1,43.2,310,22.65,56029.67,58854.7,4.74,0.0
2014-06-11,20.1,15.6,18.2,18.2,13.8,26.5,53.3,339,13.86,29675.72,58914.72,3.22,0.6
2014-06-12,21.7,14.7,18.7,20.2,14.0,17.1,36.4,328,18.44,33782.56,58968.94,3.95,0.0
2014-06-13,20.7,15.6,18.2,18.5,14.2,19.5,41.8,303,20.6,53106.32,59017.2,4.16,0.4
2014-06-14,17.9,12.7,15.3,16.2,9.9,24.9,55.4,278,20.24,41812.21,59059.39,3.48,5.7
2014-06-15,19.0,11.5,15.4,18.1,9.2,19.4,40.7,284,21.84,54895.82,59095.84,3.71,1.0
2014-06-16,18.7,12.7,15.7,18.6,11.6,12.7,26.3,298,17.6,50791.96,59126.62,2.9,3.5
2014-06-17,20.5,11.6,16.3,19.0,10.9,13.9,35.6,286,24.22,56190.68,59151.74,4.22,0.1
2014-06-18,17.2,11.4,14.8,13.7,9.6,19.6,40.7,315,21.71,52795.71,59171.21,3.93,0.1
2014-06-19,20.5,11.2,16.4,20.0,8.6,15.9,34.2,255,19.77,55664.48,59185.02,3.93,0.0
2014-06-20,22.2,12.2,17.9,20.6,11.0,11.7,26.3,211,20.01,51867.21,59193.2,4.04,0.0
2014-06-21,19.6,14.0,16.9,16.9,12.6,22.0,47.9,321,24.11,55053.51,59195.76,4.36,0.0
2014-06-22,20.4,11.4,15.7,18.5,9.6,26.1,51.1,257,24.64,57563.43,59192.71,4.18,1.5
2014-06-23,19.0,11.4,15.6,17.3,9.9,20.4,47.9,267,22.31,57197.43,59184.11,3.86,1.0
2014-06-24,20.3,11.5,16.3,17.9,10.1,15.8,31.3,252,18.71,53476.7,59169.95,3.66,0.6
2014-06-25,19.9,11.0,16.1,17.6,9.6,15.5,33.8,301,22.31,54686.27,59150.27,3.98,0.1
2014-06-26,16.4,12.3,14.1,14.8,10.1,16.0,28.8,57,8.25,0.0,59125.14,1.92,7.5
2014-06-27,18.5,11.3,14.7,15.8,9.4,20.9,42.1,317,19.35,56237.66,59094.55,3.35,1.3
2014-06-28,20.1,10.9,16.0,17.8,8.2,19.6,41.4,298,22.9,57399.55,59058.57,4.28,0.0
2014-06-29,23.7,10.0,18.0,22.0,8.7,16.3,37.1,171,26.94,56820.91,59017.26,5.4,0.0
2014-06-30,25.0,16.0,20.7,22.9,13.6,25.9,51.8,166,28.32,56155.2,58970.64,6.49,0.0
2014-07-01,27.8,17.2,22.4,26.3,16.0,24.2,50.0,176,25.84,56089.16,58918.79,6.19,0.3
2014-07-02,22.1,14.4,18.4,20.4,12.4,20.6,42.1,292,19.94,53765.66,58861.74,4.17,0.0
2014-07-03,24.7,13.6,18.7,24.2,13.1,16.9,34.9,270,20.17,44187.11,58799.58,3.92,2.8
2014-07-04,21.9,14.2,17.8,20.5,13.1,16.3,32.4,355,15.84,40783.95,58732.28,3.23,1.0
2014-07-05,23.9,13.8,19.8,23.3,13.2,8.9,19.1,29,19.78,54156.21,58659.19,3.93,0.0
2014-07-06,25.8,14.1,21.0,25.4,13.6,9.4,23.4,79,20.51,51783.46,58580.32,4.41,0.0
2014-07-07,26.2,16.5,22.1,25.9,16.8,10.6,25.6,63,20.93,54918.98,58495.83,4.59,0.0
2014-07-08,27.3,16.9,22.1,29.2,18.2,11.6,25.2,45,21.98,53638.62,58405.91,4.41,1.3
2014-07-09,25.2,17.4,21.5,24.9,17.6,12.6,30.6,69,15.48,42711.15,58310.77,3.61,0.3
2014-07-10,21.9,17.1,19.0,24.2,16.8,17.4,38.9,108,7.41,19611.35,58210.57,1.55,29.1
2014-07-11,25.4,15.7,21.0,26.6,16.7,19.1,33.8,96,18.18,51073.69,58105.51,3.72,5.1
2014-07-12,26.1,18.3,22.4,27.3,19.1,23.2,52.9,118,20.45,44725.3,57995.79,4.35,10.8
2014-07-13,24.6,17.5,21.1,26.1,18.1,15.8,29.2,191,22.26,55044.96,57881.58,4.07,0.2
2014-07-14,24.6,17.1,20.9,27.3,18.3,11.5,22.0,358,20.25,52518.96,57763.08,3.7,1.7
2014-07-15,27.5,16.9,22.3,28.2,18.3,9.4,26.6,92,23.85,53945.32,57640.46,4.75,0.0
2014-07-16,27.0,16.5,22.5,27.5,16.1,16.2,34.6,56,24.21,53147.5,57513.92,5.12,0.0
2014-07-17,28.8,19.3,24.1,29.6,20.1,19.2,40.7,33,25.03,52350.09,57383.63,5.57,0.0
2014-07-18,27.8,19.5,23.6,29.1,20.9,14.1,37.1,10,18.4,43835.33,57249.77,4.13,0.2
2014-07-19,25.3,20.0,22.1,27.0,20.9,15.7,27.4,349,16.92,40362.39,57112.53,3.37,9.9
2014-07-20,26.1,18.4,22.2,29.4,19.7,9.3,19.4,2,22.77,50700.79,56972.06,4.25,7.4
2014-07-21,23.2,17.7,20.5,25.4,19.1,10.8,33.8,296,16.55,42631.36,56828.55,3.04,6.5
2014-07-22,23.0,15.8,19.4,23.2,16.5,12.9,25.2,35,18.5,41835.12,56682.16,3.5,0.9
2014-07-23,21.7,17.3,19.6,21.8,17.5,16.6,40.3,77,12.15,11153.93,56533.04,2.59,1.0
2014-07-24,26.2,17.0,21.7,25.5,16.0,18.1,37.4,66,22.46,51922.37,56381.25,5.12,0.0
2014-07-25,27.3,17.1,22.2,27.1,16.2,13.3,29.5,53,23.68,51573.16,56225.49,5.38,0.0
2014-07-26,27.2,16.6,22.4,27.8,17.0,11.8,26.6,62,24.4,52050.93,56065.63,5.07,0.0
2014-07-27,28.4,15.8,23.0,30.1,16.1,8.7,21.2,70,23.84,51710.62,55901.91,4.93,0.0
2014-07-28,29.1,18.1,24.1,30.4,19.2,11.0,25.9,121,23.65,50966.88,55734.57,5.21,0.0
2014-07-29,28.4,17.3,23.4,28.5,17.1,12.7,29.2,131,25.96,51203.57,55563.82,5.69,0.0
2014-07-30,29.7,17.3,24.0,29.7,16.8,11.8,28.1,132,24.83,50836.64,55389.9,5.74,0.0
2014-07-31,30.3,19.5,25.1,30.9,19.2,14.1,32.8,123,22.37,50877.0,55213.02,5.55,0.0
2014-08-01,30.6,18.3,25.1,31.3,18.4,12.5,28.4,88,22.75,50918.35,55033.39,5.62,0.0
2014-08-02,32.3,18.2,25.7,31.5,17.4,14.1,33.5,79,25.54,50960.58,54851.24,6.44,0.0
2014-08-03,32.8,18.9,26.2,33.1,18.8,14.1,35.6,68,22.52,50603.49,54666.77,6.04,0.0
2014-08-04,31.7,19.0,25.4,32.8,19.8,14.9,41.0,36,22.58,49352.21,54480.15,5.45,0.1
2014-08-05,28.6,19.3,24.3,27.6,19.2,12.5,30.2,54,20.59,50400.0,54291.61,5.06,0.0
2014-08-06,27.9,18.0,23.4,28.6,18.7,12.0,27.4,49,21.77,50400.0,54101.32,4.81,0.0
2014-08-07,27.5,17.7,23.1,29.4,19.4,8.4,23.4,23,21.59,50400.0,53909.47,4.38,0.2
2014-08-08,27.9,18.1,23.9,29.5,19.9,6.3,17.3,18,19.9,50400.0,53716.23,4.0,0.0
2014-08-09,28.7,21.2,24.2,31.0,23.3,15.6,29.5,277,19.78,41796.82,53521.78,4.12,7.4
2014-08-10,27.2,18.8,23.1,28.3,20.6,9.9,23.0,297,21.41,49828.46,53326.28,4.32,0.0
2014-08-11,27.9,17.9,23.6,29.1,19.3,6.8,16.6,305,20.2,50400.0,53129.91,4.0,0.0
2014-08-12,29.7,17.6,24.3,30.3,18.5,9.7,23.8,199,20.84,43200.0,52932.81,4.68,0.0
2014-08-13,25.1,20.3,22.6,26.8,21.9,15.0,31.0,333,13.13,39231.54,52735.0,2.78,0.2
2014-08-14,33.2,20.6,26.8,33.2,21.1,24.4,57.6,172,21.59,50400.0,52535.01,6.16,0.0
2014-08-15,26.5,19.2,23.6,27.3,19.8,22.1,44.6,267,15.3,41759.52,52332.61,4.25,0.0
2014-08-16,24.6,15.4,20.3,24.2,15.9,10.8,19.8,280,18.0,47799.78,52127.98,3.6,2.2
2014-08-17,21.4,14.8,18.2,19.3,14.2,15.8,35.3,292,17.23,45561.48,51921.32,3.36,0.0
2014-08-18,22.2,13.4,18.4,21.0,13.0,9.4,20.2,311,17.43,43608.54,51712.83,3.31,0.0
2014-08-19,25.7,13.6,20.3,25.0,12.8,10.1,25.6,208,17.58,46270.86,51502.67,3.91,0.0
2014-08-20,27.6,18.4,22.4,25.4,16.4,16.9,36.0,191,17.18,41820.89,51291.03,4.89,0.0
2014-08-21,28.2,16.7,22.1,27.3,18.0,16.0,37.1,168,17.76,50348.23,51078.07,4.18,0.3
2014-08-22,20.3,13.4,16.6,20.5,10.7,22.3,44.6,316,10.95,23569.7,50863.96,2.34,9.3
2014-08-23,21.0,12.9,17.1,19.5,12.5,8.0,15.5,279,17.13,47897.06,50648.86,3.07,0.0
2014-08-24,23.1,13.7,17.3,19.3,11.3,24.5,51.5,142,15.81,36265.49,50432.93,3.82,5.6
2014-08-25,18.2,13.5,15.7,14.6,10.7,25.9,52.2,262,15.05,43617.03,50216.33,3.14,0.0
2014-08-26,20.7,10.8,15.8,17.5,8.7,19.7,36.4,210,13.98,31067.7,49999.2,3.15,2.1
2014-08-27,19.8,14.8,16.9,18.8,14.0,17.0,40.3,259,12.45,34294.3,49781.69,2.34,3.0
2014-08-28,16.5,12.6,14.6,14.4,11.3,21.1,41.0,290,8.9,23023.3,49563.95,1.57,6.8
2014-08-29,18.8,11.9,15.4,16.4,9.2,20.5,44.3,280,18.24,46724.93,49346.1,3.51,0.0
2014-08-30,21.8,11.4,16.6,20.5,9.6,14.1,29.2,242,14.31,42711.48,49128.29,2.98,0.0
2014-08-31,23.6,13.0,18.4,22.5,11.8,12.7,28.1,216,15.96,44448.02,48910.66,3.24,0.3
2014-09-01,25.2,14.0,19.4,24.9,13.4,9.5,22.3,151,17.43,44085.57,48693.34,3.62,0.0
2014-09-02,25.5,12.0,19.1,24.7,10.8,16.4,29.5,49,18.08,44163.5,48476.3,3.91,0.0
2014-09-03,23.7,15.8,19.1,22.6,14.1,19.4,38.5,35,16.52,42052.75,48258.09,3.66,0.0
2014-09-04,19.5,12.1,15.6,17.1,9.4,20.1,41.8,42,19.52,44031.92,48038.42,3.76,0.0
2014-09-05,20.3,10.7,15.3,17.7,8.2,16.9,36.7,62,19.25,43924.35,47817.45,3.67,0.0
2014-09-06,22.0,10.0,16.2,20.0,8.2,11.9,27.7,75,19.35,43967.03,47595.34,3.62,0.0
2014-09-07,23.9,10.1,17.3,22.7,8.7,9.0,24.1,51,19.02,43646.53,47372.2,3.66,0.0
2014-09-08,24.5,11.4,18.1,22.5,10.3,9.4,20.2,44,16.07,43327.13,47148.2,3.42,0.0
2014-09-09,24.0,12.3,18.3,23.0,11.3,8.6,21.6,59,14.64,43200.0,46923.46,3.04,0.0
2014-09-10,23.4,12.2,18.3,22.6,11.4,10.0,24.5,104,16.34,43200.0,46698.13,3.26,0.0
2014-09-11,23.4,15.2,18.9,21.7,14.6,15.3,33.8,98,15.07,39028.1,46472.34,3.32,0.0
2014-09-12,24.3,13.0,18.4,22.4,10.6,11.6,26.3,83,17.74,43200.0,46246.2,4.0,0.0
2014-09-13,24.5,10.6,18.0,23.0,8.9,9.1,21.2,76,17.72,43200.0,46019.86,3.58,0.0
2014-09-14,24.4,13.1,18.6,22.7,12.2,15.5,28.1,44,13.52,43141.32,45793.45,3.14,0.0
2014-09-15,18.5,11.1,14.8,15.3,8.2,18.9,37.8,49,16.13,43200.0,45567.08,3.26,0.0
2014-09-16,18.4,12.7,14.7,15.4,10.2,14.5,29.9,36,11.32,41309.34,45340.89,2.55,0.0
2014-09-17,19.7,9.1,14.4,17.2,7.0,13.1,29.9,58,16.75,43200.0,45114.99,3.21,0.0
2014-09-18,17.2,8.2,13.0,13.7,5.3,13.0,29.5,83,16.61,43200.0,44889.52,3.2,0.0
2014-09-19,18.7,6.5,12.9,15.5,3.9,10.2,26.3,115,16.95,43093.04,44664.59,3.15,0.0
2014-09-20,19.5,7.5,13.6,15.4,4.5,15.0,32.8,138,14.74,41170.32,44440.33,3.34,0.0
2014-09-21,17.1,11.5,14.1,14.0,8.5,20.3,43.2,153,5.64,11392.64,44216.86,2.39,1.7
2014-09-22,14.3,11.7,13.0,12.8,8.8,19.8,37.1,154,2.23,0.0,43994.16,1.0,10.2
2014-09-23,13.4,10.9,12.4,13.2,7.4,23.4,40.7,292,5.03,13170.87,43770.71,0.96,17.2
2014-09-24,10.7,6.4,8.5,7.0,-0.1,35.3,68.4,324,7.35,13105.86,43546.24,2.15,0.0
2014-09-25,11.7,3.5,7.6,8.5,-0.5,19.2,37.4,327,15.58,40058.46,43320.87,2.21,0.0
2014-09-26,15.1,4.7,9.7,13.8,2.1,8.6,16.2,159,11.61,35696.82,43094.74,1.76,0.0
2014-09-27,16.1,6.3,11.2,14.4,4.2,11.5,24.5,290,11.46,36779.77,42867.99,1.84,0.0
2014-09-28,14.6,9.1,11.7,11.2,6.7,17.8,38.5,320,10.52,39727.34,42640.76,1.76,0.0
2014-09-29,16.5,8.9,12.7,14.7,6.6,14.6,33.8,266,7.88,17730.82,42413.17,1.58,0.0
2014-09-30,17.4,9.4,13.2,15.3,7.4,18.2,36.0,294,8.69,27198.29,42185.38,1.65,0.0
2014-10-01,13.0,7.3,10.3,10.4,4.6,17.4,37.4,352,11.9,38337.66,41957.5,1.95,0.0
2014-10-02,11.7,2.8,7.5,8.9,0.1,9.6,23.0,64,13.73,39526.33,41729.68,1.84,0.0
2014-10-03,12.1,4.3,7.8,9.7,1.2,9.2,15.1,60,12.56,39221.38,41502.05,1.7,0.0
2014-10-04,13.5,2.0,8.3,10.3,-1.1,9.5,23.0,341,13.27,39126.6,41274.76,1.87,0.0
2014-10-05,13.7,4.8,9.0,11.5,2.5,10.1,19.8,68,11.24,38045.89,41047.93,1.71,0.0
2014-10-06,12.2,6.8,8.9,8.0,3.2,18.4,38.9,111,8.79,28969.77,40821.72,1.9,0.0
2014-10-07,11.9,4.4,7.8,7.0,0.1,20.0,42.5,119,12.47,38630.03,40596.27,2.23,0.0
2014-10-08,12.5,3.2,7.5,8.2,-0.6,17.4,37.8,137,12.57,38684.74,40371.71,2.12,0.0
2014-10-09,15.3,6.0,10.0,11.2,1.9,18.8,39.6,169,12.05,36522.84,40148.2,2.55,0.0
2014-10-10,16.6,6.7,11.1,13.0,2.9,16.3,34.9,180,12.03,37684.82,39925.88,2.57,0.0
2014-10-11,18.5,7.2,12.2,16.8,4.3,11.4,24.1,193,11.48,37367.66,39704.91,2.07,0.0
2014-10-12,18.7,6.6,12.1,15.8,4.0,13.1,29.2,194,11.52,37420.91,39485.27,2.19,0.0
2014-10-13,19.7,7.5,13.3,19.8,5.4,10.4,16.2,229,10.12,36729.86,39265.3,1.69,0.0
2014-10-14,19.6,6.8,13.0,15.6,4.1,16.6,34.6,187,11.39,36782.54,39044.68,2.67,0.0
2014-10-15,18.5,11.1,14.2,17.2,8.8,15.6,31.3,232,7.61,36087.67,38823.57,1.76,0.2
2014-10-16,15.9,10.2,12.8,14.0,9.1,14.0,32.4,316,7.39,22945.12,38602.14,1.29,4.3
2014-10-17,13.7,9.8,11.3,11.7,7.9,13.5,28.4,304,5.63,22618.49,38380.55,0.9,0.0
2014-10-18,9.6,2.7,5.4,7.3,-2.2,21.6,42.8,352,5.97,16160.59,38158.95,1.37,0.0
2014-10-19,5.9,-0.9,2.7,1.7,-4.3,17.6,30.6,259,10.23,30601.54,37937.52,1.39,0.0
2014-10-20,15.5,3.8,9.8,12.4,-1.2,24.6,51.5,243,5.67,20072.95,37716.43,1.17,4.0
2014-10-21,13.8,9.5,11.5,10.6,7.0,23.8,47.5,274,5.7,22768.31,37495.86,1.17,0.2
2014-10-22,11.6,6.3,9.0,10.0,2.0,18.5,34.9,43,3.26,2991.32,37275.98,0.66,0.0
2014-10-23,5.7,-0.7,2.3,1.3,-7.1,22.9,45.0,62,2.79,0.0,37056.98,1.44,0.0
2014-10-24,-0.6,-3.6,-2.1,-6.6,-9.6,22.1,43.2,64,5.23,11155.2,36839.05,1.34,0.0
2014-10-25,1.3,-4.8,-2.5,-3.2,-9.7,13.7,29.2,86,9.73,34270.24,36622.36,1.02,0.0
2014-10-26,3.8,-4.4,-1.3,-0.6,-8.5,9.7,22.3,134,9.37,33947.04,36407.13,1.06,0.0
2014-10-27,5.1,-4.7,-0.9,1.3,-8.8,11.1,17.3,146,9.31,33620.84,36193.54,1.02,0.0
2014-10-28,6.2,-3.3,0.2,2.6,-7.8,10.5,17.3,142,9.15,33291.53,35981.81,1.04,0.0
2014-10-29,7.1,-4.0,0.5,3.0,-7.8,11.0,23.0,130,8.83,32958.92,35772.15,1.0,0.0
2014-10-30,6.8,-3.2,1.0,4.3,-7.2,8.8,13.3,156,8.58,33017.77,35564.76,0.84,0.0
2014-10-31,4.8,-2.3,0.6,1.2,-5.9,15.1,28.1,312,6.91,32357.99,35359.89,0.65,0.0
2014-11-01,3.4,0.9,2.2,-0.4,-3.4,18.1,36.7,335,3.32,4934.04,35157.54,0.54,0.0
2014-11-02,1.4,-1.4,0.0,-2.5,-5.2,10.6,23.0,349,4.37,13559.32,34955.92,0.43,0.0
2014-11-03,4.5,-2.7,0.1,0.1,-6.8,14.4,29.2,187,7.19,32400.0,34754.68,0.74,0.0
2014-11-04,8.6,-0.2,3.5,4.2,-4.7,17.5,34.9,182,7.38,32400.0,34554.02,1.13,0.0
2014-11-05,11.1,3.1,6.2,7.8,-0.9,17.3,34.2,192,7.31,32341.19,34354.13,0.92,0.0
2014-11-06,9.1,2.8,5.6,6.4,-0.6,13.0,27.0,191,5.31,31888.29,34155.24,0.57,0.0
2014-11-07,9.0,0.6,4.8,6.4,-2.8,17.3,31.7,174,4.4,16608.23,33957.55,0.46,0.0
2014-11-08,14.5,6.7,9.5,12.8,3.7,16.8,30.6,193,6.26,30101.5,33761.27,0.82,0.0
2014-11-09,14.3,6.9,9.7,11.8,4.3,12.5,26.3,164,5.91,26180.46,33566.63,0.88,0.0
2014-11-10,12.4,3.2,6.9,9.9,0.4,10.9,20.9,129,6.36,30646.3,33373.87,0.85,0.0
2014-11-11,6.1,2.4,4.5,2.8,-0.9,14.8,28.4,135,2.24,0.0,33183.21,0.36,0.0
2014-11-12,6.1,4.5,5.2,2.7,1.1,14.2,28.4,159,2.29,0.0,32994.91,0.39,0.0
2014-11-13,6.7,4.7,5.5,4.1,1.8,12.4,25.9,132,1.8,0.0,32809.2,0.36,0.0
2014-11-14,5.1,3.1,4.3,2.5,-0.1,13.3,27.0,89,2.46,0.0,32626.34,0.51,0.0
2014-11-15,5.7,2.0,3.8,2.5,-0.9,10.8,23.8,90,2.56,6391.41,32446.59,0.41,0.0
2014-11-16,5.8,3.7,4.5,2.1,0.1,16.0,30.6,109,1.95,0.0,32270.22,0.4,0.0
2014-11-17,4.0,0.4,2.0,-0.3,-4.7,18.1,35.3,106,1.42,0.0,32097.51,0.6,0.0
2014-11-18,0.2,-1.6,-0.8,-4.8,-6.7,16.7,34.2,103,2.24,204.16,31928.72,0.74,0.0
2014-11-19,0.1,-1.4,-0.7,-4.8,-6.6,19.1,35.6,101,1.01,0.0,31764.15,0.41,0.2
2014-11-20,1.2,-0.8,-0.0,-3.5,-5.9,19.6,38.2,86,0.39,0.0,31604.08,0.13,10.0
2014-11-21,3.4,-1.8,0.2,-1.5,-6.8,16.4,33.5,89,4.94,27871.46,31448.62,0.89,0.0
2014-11-22,0.4,-3.8,-2.1,-3.5,-8.2,11.2,22.3,97,5.24,29106.77,31296.15,0.6,0.0
2014-11-23,-1.8,-3.5,-2.6,-4.9,-7.2,6.5,12.2,64,1.21,0.0,31146.35,0.18,6.2
2014-11-24,-2.9,-7.4,-5.2,-6.6,-12.0,9.9,14.4,85,4.24,25165.96,30999.42,0.28,0.0
2014-11-25,-3.6,-7.7,-5.0,-7.5,-12.3,11.7,23.0,109,2.82,626.0,30855.57,0.25,0.0
2014-11-26,-3.7,-6.5,-5.0,-7.7,-10.6,8.1,17.3,56,2.25,540.58,30715.0,0.22,0.0
2014-11-27,-4.4,-7.4,-6.0,-8.7,-11.7,8.4,14.4,42,2.93,7587.79,30577.92,0.25,0.0
2014-11-28,-3.5,-7.8,-5.5,-7.4,-12.1,8.7,14.8,49,1.73,0.0,30444.55,0.18,1.6
2014-11-29,-3.4,-5.6,-4.5,-7.7,-9.6,11.7,21.2,10,2.37,0.0,30315.11,0.2,0.0
2014-11-30,-3.6,-6.0,-4.8,-7.9,-10.2,12.9,22.7,15,2.73,0.0,30189.81,0.22,0.0
2014-12-01,-5.4,-15.6,-10.2,-9.9,-21.1,13.2,19.8,2,5.0,28268.9,30068.88,0.21,0.0
2014-12-02,-6.8,-19.5,-11.5,-10.7,-24.5,11.3,16.9,73,4.39,26089.47,29952.55,0.2,0.0
2014-12-03,-5.1,-9.8,-7.4,-10.1,-15.0,14.0,28.8,145,3.76,23235.69,29841.04,0.23,0.0
2014-12-04,-5.7,-11.8,-8.9,-9.6,-16.5,12.2,22.3,151,3.66,25275.9,29734.57,0.22,0.0
2014-12-05,-4.5,-10.1,-7.7,-8.6,-14.5,11.0,18.7,98,3.14,13845.13,29633.39,0.19,0.0
2014-12-06,-2.9,-6.7,-4.5,-7.7,-11.5,16.4,32.4,143,1.84,0.0,29537.72,0.18,0.3
2014-12-07,-4.8,-6.7,-5.3,-8.7,-11.2,11.2,21.2,118,2.48,6976.19,29447.79,0.19,0.0
2014-12-08,-2.8,-6.8,-4.7,-6.3,-10.5,6.8,12.6,108,1.82,0.0,29363.85,0.18,0.6
2014-12-09,-0.6,-3.1,-1.8,-4.0,-6.3,12.6,22.3,35,1.72,1613.99,29286.1,0.18,0.0
2014-12-10,0.1,-1.2,-0.4,-3.1,-5.5,15.5,27.7,28,0.91,0.0,29214.79,0.12,4.6
2014-12-11,0.1,-0.4,-0.2,-2.4,-3.4,7.1,13.7,268,0.59,0.0,29150.04,0.13,6.8
2014-12-12,1.5,-1.0,0.3,-3.0,-5.4,18.4,31.7,250,3.47,20583.65,29091.1,0.29,4.2
2014-12-13,3.5,-2.0,0.7,-1.6,-7.3,23.2,41.4,215,2.66,17679.92,29037.78,0.55,0.0
2014-12-14,2.5,-2.3,0.2,-1.0,-6.6,15.3,27.4,222,3.16,18407.58,28990.13,0.35,0.0
2014-12-15,2.6,-4.6,-1.3,-0.7,-8.7,11.3,20.5,194,3.89,26653.17,28948.2,0.28,0.0
2014-12-16,0.6,-1.5,-0.4,-3.3,-5.8,15.5,28.8,182,1.71,0.0,28912.02,0.13,0.0
2014-12-17,4.6,0.5,3.0,1.4,-3.8,18.0,31.7,196,0.65,0.0,28881.65,0.13,0.7
2014-12-18,1.5,-1.4,-0.1,-2.2,-4.6,13.0,24.5,244,1.77,0.0,28857.11,0.19,0.0
2014-12-19,5.5,0.4,3.0,1.6,-3.6,23.7,42.5,228,0.91,0.0,28838.44,0.23,1.2
2014-12-20,7.0,0.9,5.0,3.7,-4.0,21.3,39.2,253,1.11,2961.31,28825.66,0.26,3.8
2014-12-21,3.7,-0.1,1.3,-0.7,-4.7,20.6,38.9,254,2.71,18493.63,28818.8,0.36,0.1
2014-12-22,3.3,0.9,1.7,-1.7,-4.3,24.7,46.4,247,1.53,0.0,28817.89,0.36,3.5
2014-12-23,7.0,3.5,5.7,2.0,-1.5,27.1,52.9,277,2.43,19044.38,28822.94,0.46,4.7
2014-12-24,6.9,4.5,5.5,2.6,-0.4,24.1,55.1,276,2.69,21012.79,28833.95,0.42,5.3
2014-12-25,6.4,1.4,4.8,1.3,-3.0,26.6,56.2,270,2.58,18442.63,28850.95,0.79,0.4
2014-12-26,1.2,-4.6,-2.4,-3.1,-9.6,16.6,28.1,11,2.75,26122.49,28873.91,0.57,0.0
2014-12-27,-4.5,-6.7,-5.5,-9.6,-11.8,14.5,28.4,76,3.22,16977.53,28902.86,0.57,0.0
2014-12-28,-4.8,-8.5,-6.9,-9.8,-14.0,15.0,29.9,336,3.54,27570.77,28937.79,0.36,0.0
2014-12-29,-6.4,-7.6,-7.1,-11.2,-14.1,23.4,44.6,7,1.58,0.0,28978.68,0.37,0.1
2014-12-30,-7.3,-11.2,-8.4,-13.9,-16.8,22.0,42.5,344,3.28,17867.91,29025.52,0.56,0.2
2014-12-31,-7.7,-12.0,-10.3,-13.9,-17.4,18.1,32.8,279,3.48,19312.74,29078.35,0.42,0.0
2015-01-01,0.2,-6.9,-2.6,-4.4,-13.1,18.7,34.2,272,0.95,0.0,29137.77,0.41,0.3
2015-01-02,2.5,-1.5,0.6,-2.7,-6.5,26.3,50.8,264,1.84,3037.79,29203.75,0.39,1.8
2015-01-03,3.0,0.9,2.1,-2.4,-5.2,27.2,58.3,270,3.0,20388.26,29276.1,0.52,1.5
2015-01-04,1.8,-1.3,0.5,-3.3,-6.6,26.0,49.3,267,2.78,17714.67,29354.61,0.53,0.6
2015-01-05,-0.3,-3.4,-1.4,-5.6,-8.4,21.8,46.1,307,2.57,10373.75,29439.07,0.49,0.8
2015-01-06,-3.5,-11.3,-7.9,-8.3,-18.0,24.2,46.1,360,3.12,16001.38,29529.28,0.72,0.0
2015-01-07,-9.3,-13.5,-11.2,-15.2,-19.4,19.8,39.6,7,4.36,28575.87,29625.03,0.55,0.0
2015-01-08,-7.8,-13.4,-10.8,-13.6,-18.1,19.5,35.6,195,4.78,28601.17,29726.11,0.49,0.0
2015-01-09,1.9,-9.4,-4.2,-3.7,-16.0,26.9,54.4,233,1.24,0.0,29832.32,0.6,2.9
2015-01-10,1.8,-0.7,0.7,-2.5,-6.3,22.8,54.7,248,1.41,0.0,29943.43,0.22,3.6
2015-01-11,5.8,0.4,2.3,-0.0,-5.5,34.9,68.0,261,4.74,28694.8,30059.25,0.82,4.2
