time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,sunshine_duration,daylight_duration,et0_fao_evapotranspiration,precipitation_sum
2020-07-01,26.7,16.0,21.7,26.0,16.4,16.2,34.6,265,23.62,56365.91,58886.54,5.07,0.0
2020-07-02,29.5,17.5,24.2,30.4,17.8,11.3,25.9,212,24.68,57600.0,58824.36,5.49,0.1
2020-07-03,31.0,19.2,25.6,31.4,19.6,15.8,33.5,167,26.91,57600.0,58757.07,6.39,0.0
2020-07-04,24.4,20.2,22.6,26.1,21.9,14.0,27.4,317,11.85,15324.92,58684.78,2.71,1.0
2020-07-05,26.8,19.4,22.6,28.1,20.9,14.6,32.0,339,21.18,41059.14,58607.59,4.26,5.9
2020-07-06,29.1,17.6,24.3,30.5,19.3,9.3,18.0,141,25.48,57501.78,58525.64,5.14,0.0
2020-07-07,27.7,16.5,21.9,30.3,14.6,24.9,46.1,319,17.27,41481.02,58439.05,3.51,8.3
2020-07-08,20.5,13.8,17.0,17.4,11.3,24.9,48.2,317,19.2,34488.88,58347.92,3.87,4.1
2020-07-09,20.5,12.1,17.1,19.8,10.5,17.3,35.3,280,19.98,56442.38,58252.39,3.75,0.3
2020-07-10,25.9,12.2,19.9,25.7,11.7,12.3,27.7,186,23.65,56052.48,58152.57,4.68,0.0
2020-07-11,30.2,17.5,24.1,31.6,17.4,13.9,32.0,163,25.13,57100.93,58048.6,5.82,0.0
2020-07-12,29.3,16.5,22.6,31.9,14.7,24.1,46.1,306,22.62,52928.34,57940.46,4.83,1.6
2020-07-13,18.5,12.4,15.5,15.0,9.0,28.0,53.3,335,12.93,18807.27,57827.22,2.85,10.3
2020-07-14,20.4,13.8,17.2,17.5,10.7,26.5,54.4,327,14.96,25606.66,57708.79,3.91,0.0
2020-07-15,21.9,13.4,17.6,19.1,11.0,21.0,40.7,291,17.91,53242.08,57585.4,4.02,0.2
2020-07-16,24.6,11.2,18.7,24.0,10.6,10.2,19.4,316,21.61,44177.73,57457.27,4.13,0.0
2020-07-17,25.9,14.2,20.6,26.6,13.7,9.4,20.2,117,23.36,54061.25,57324.64,4.64,0.0
2020-07-18,26.1,15.1,21.4,25.7,15.1,14.6,31.3,37,25.39,54948.02,57187.72,5.24,0.0
2020-07-19,26.3,14.4,21.1,26.0,14.2,12.1,28.4,60,26.27,54996.67,57046.73,5.26,0.0
2020-07-20,26.5,16.1,21.8,26.5,16.1,8.8,21.2,89,23.85,53794.79,56901.89,4.83,0.0
2020-07-21,26.4,17.0,22.0,25.7,16.2,19.6,42.1,282,20.22,48304.14,56753.41,4.79,0.3
2020-07-22,22.8,16.1,19.6,19.1,14.7,21.9,42.5,296,15.75,38969.19,56601.51,4.43,0.0
2020-07-23,22.8,12.8,18.4,20.4,10.9,11.9,26.6,285,20.04,49779.95,56446.38,4.28,0.0
2020-07-24,23.6,14.9,19.3,22.5,14.0,10.8,21.6,340,18.94,39585.02,56288.21,4.04,0.0
2020-07-25,26.9,15.1,20.1,26.8,14.1,14.2,37.4,143,15.61,33321.7,56127.24,3.47,11.1
2020-07-26,28.2,16.8,22.3,29.9,18.0,10.9,25.2,88,19.33,38707.07,55963.63,4.17,1.0
2020-07-27,29.8,18.0,24.2,30.8,19.3,17.0,33.5,82,24.4,51346.8,55797.57,5.18,0.0
2020-07-28,30.6,17.5,24.9,31.4,18.4,10.9,23.8,76,22.97,50183.27,55629.25,5.11,0.0
2020-07-29,31.8,17.1,25.2,32.0,17.4,14.8,29.9,212,24.23,48539.78,55458.85,5.97,0.0
2020-07-30,28.0,19.4,23.5,28.3,21.3,13.9,30.2,305,20.95,49899.39,55286.55,4.62,0.0
2020-07-31,23.6,16.7,20.1,23.1,16.3,16.5,32.0,308,17.52,33166.09,55112.51,4.11,0.0
2020-08-01,21.0,13.9,17.7,19.9,12.5,18.9,38.9,310,18.25,50400.0,54936.75,3.59,1.9
2020-08-02,20.6,13.4,17.3,19.1,11.9,19.4,38.5,332,15.96,44788.8,54757.88,3.28,0.1
2020-08-03,24.3,12.5,19.2,22.8,12.0,13.0,27.7,156,21.75,45960.83,54575.72,4.36,0.0
2020-08-04,27.5,15.2,21.5,25.6,14.3,18.8,38.5,143,23.77,48943.7,54390.47,5.41,0.0
2020-08-05,29.6,15.8,23.2,30.3,15.7,11.9,20.9,121,24.51,50400.0,54202.37,5.32,0.0
2020-08-06,29.8,16.7,23.6,29.6,16.9,13.7,29.9,81,24.93,50400.0,54011.62,5.58,0.0
2020-08-07,29.3,18.3,24.2,30.6,19.2,15.7,30.2,25,22.22,50400.0,53818.45,5.11,0.3
2020-08-08,26.5,17.9,22.6,25.6,17.5,19.5,39.6,34,20.58,44217.15,53623.04,5.07,0.0
2020-08-09,26.4,16.9,22.1,25.8,17.4,12.1,27.4,35,19.74,50400.0,53425.61,4.2,0.0
2020-08-10,24.8,18.2,21.1,27.0,19.3,10.4,33.5,7,18.04,44291.13,53226.32,3.47,5.2
2020-08-11,27.5,17.1,21.8,28.3,18.2,14.8,33.1,337,20.39,46611.46,53025.39,4.21,0.2
2020-08-12,20.4,15.9,18.2,21.3,14.3,22.0,44.6,0,14.93,27529.79,52822.99,3.54,0.0
2020-08-13,19.5,12.2,16.4,17.4,10.9,16.4,34.6,331,14.03,32487.62,52619.29,2.93,0.2
2020-08-14,20.0,11.9,16.2,16.9,11.2,16.2,34.6,4,20.01,49714.73,52414.47,3.74,0.0
2020-08-15,21.8,11.9,17.1,20.6,11.0,8.2,22.7,51,22.35,50400.0,52208.71,3.94,0.0
2020-08-16,25.7,10.8,19.0,25.2,9.8,10.5,18.7,254,23.02,50400.0,52002.14,4.31,0.0
2020-08-17,28.1,15.2,21.9,27.8,14.3,10.4,21.2,278,20.58,50400.0,51794.95,4.62,0.0
2020-08-18,29.7,14.9,22.8,28.9,13.2,11.4,19.8,184,19.68,50400.0,51587.28,4.7,0.0
2020-08-19,30.3,15.6,23.9,29.5,14.4,15.6,31.7,193,22.01,50400.0,51379.29,5.4,0.0
2020-08-20,30.8,16.9,24.0,30.7,16.6,12.3,24.8,119,19.82,50386.66,51171.12,4.78,0.0
2020-08-21,27.9,18.1,22.6,29.6,19.0,15.0,30.2,328,18.48,47586.59,50962.76,4.02,0.5
2020-08-22,22.6,17.2,20.0,21.9,17.1,13.9,30.2,28,14.21,34821.29,50752.75,2.95,0.0
2020-08-23,26.7,14.3,20.8,26.2,14.1,14.2,31.3,146,19.58,44226.34,50540.83,4.28,0.0
2020-08-24,23.7,17.5,20.3,24.4,16.6,12.5,41.4,214,10.76,23120.78,50327.17,2.6,5.5
2020-08-25,24.1,17.9,19.7,25.0,19.9,15.5,36.0,178,8.91,18000.0,50111.95,1.75,21.1
2020-08-26,22.4,13.9,18.0,21.6,12.7,17.9,33.8,276,17.41,41282.91,49895.32,3.11,3.6
2020-08-27,22.4,16.3,18.3,23.1,14.8,20.0,42.8,236,13.17,30852.73,49677.45,2.87,14.3
2020-08-28,19.8,14.7,17.0,18.1,13.3,24.2,45.7,271,11.54,26305.22,49458.48,2.5,0.1
2020-08-29,26.0,11.5,18.7,25.9,10.8,14.5,28.4,174,20.69,47141.17,49238.58,4.03,0.0
2020-08-30,29.0,18.5,23.0,28.7,17.4,18.1,34.6,183,20.54,46871.71,49017.88,5.18,0.0
2020-08-31,30.1,19.0,23.9,29.7,17.7,18.8,36.4,186,20.37,45504.63,48796.53,5.37,0.0
2020-09-01,31.2,19.6,24.1,32.6,20.4,12.7,24.8,41,19.79,45240.61,48574.68,4.41,0.0
2020-09-02,31.3,17.0,23.4,31.3,16.2,13.9,27.7,116,19.51,44550.79,48352.45,4.74,0.0
2020-09-03,24.1,17.7,20.9,24.4,18.0,18.4,33.5,334,11.83,24136.66,48130.0,2.69,0.0
2020-09-04,20.4,16.2,18.3,19.6,15.2,20.8,39.2,337,5.35,396.56,47907.45,1.52,2.3
2020-09-05,24.1,15.5,19.6,24.3,15.2,18.7,36.4,3,12.78,36758.29,47684.92,2.66,0.0
2020-09-06,26.2,14.1,19.8,26.1,13.8,11.1,17.6,41,18.47,40568.76,47462.55,3.56,0.0
2020-09-07,28.0,15.1,21.4,27.3,15.1,11.5,25.2,109,18.98,43218.93,47240.47,4.1,0.0
2020-09-08,20.0,12.4,16.1,16.6,10.6,23.5,42.8,312,16.19,39600.0,47018.8,3.31,3.7
2020-09-09,22.4,13.9,17.4,19.8,10.8,22.1,42.5,274,15.53,41632.85,46797.66,3.67,0.0
2020-09-10,25.9,13.1,19.1,23.5,12.0,22.1,43.2,262,18.0,43438.88,46577.04,4.06,0.0
2020-09-11,19.3,11.9,15.8,17.2,10.5,14.8,27.0,360,17.01,43200.0,46355.45,3.14,0.0
2020-09-12,22.0,8.6,15.3,20.5,6.4,9.9,24.5,129,18.45,43200.0,46132.61,3.3,0.0
2020-09-13,26.5,11.8,18.8,25.5,9.2,14.4,28.4,238,17.59,43210.71,45908.69,4.11,0.0
2020-09-14,23.0,13.6,18.6,20.4,12.2,15.5,33.1,307,17.43,43200.0,45683.79,3.66,0.0
2020-09-15,25.0,14.1,19.1,24.3,13.7,14.3,31.0,309,16.84,43200.0,45458.07,3.29,0.0
2020-09-16,25.8,12.4,19.1,26.0,12.0,14.6,25.2,149,17.13,43200.0,45231.67,3.42,0.0
2020-09-17,28.9,12.9,19.9,25.5,9.2,30.2,58.3,241,15.87,39600.0,45004.71,4.62,1.2
2020-09-18,13.8,9.6,12.0,8.5,5.6,26.8,52.6,311,5.66,12953.48,44777.32,2.43,0.2
2020-09-19,19.8,7.8,13.3,16.3,4.7,15.3,29.9,308,15.41,43025.28,44549.64,3.21,0.0
2020-09-20,18.8,9.0,13.2,16.6,6.9,11.1,25.6,350,15.66,42889.53,44321.79,2.74,0.0
2020-09-21,21.4,6.9,13.8,19.8,4.8,10.2,18.7,183,16.21,42753.86,44093.91,2.65,0.0
2020-09-22,24.3,10.1,16.1,21.6,7.3,12.4,27.4,201,16.53,42618.38,43866.12,3.51,0.0
2020-09-23,23.2,9.0,15.9,19.4,6.3,15.0,30.6,165,16.52,42483.24,43638.55,3.73,0.0
2020-09-24,23.7,8.9,15.5,21.1,6.7,14.0,29.2,138,14.85,40889.61,43411.32,3.18,0.0
2020-09-25,24.5,10.9,17.2,22.5,9.5,14.9,29.9,136,11.79,37538.13,43184.58,2.92,0.0
2020-09-26,24.3,14.6,19.6,21.1,13.1,25.4,47.9,125,14.89,41616.78,42958.44,4.21,0.0
2020-09-27,21.1,12.1,17.9,17.7,9.7,27.7,53.6,129,5.25,8553.47,42733.04,2.28,5.2
2020-09-28,18.5,8.0,13.5,17.2,6.4,15.2,28.4,195,14.34,38005.94,42508.5,2.42,0.0
2020-09-29,21.2,11.4,15.6,19.9,10.2,22.7,40.3,98,10.32,30712.26,42284.96,2.15,7.0
2020-09-30,15.6,12.4,13.5,13.6,9.9,23.9,44.3,92,2.56,0.0,42062.38,0.71,19.5
2020-10-01,17.9,12.6,14.8,15.6,8.8,35.4,65.2,114,9.1,24308.31,41839.21,1.81,2.7
2020-10-02,17.0,12.9,14.3,14.7,10.7,19.9,38.2,118,6.46,20687.95,41615.16,1.41,0.5
2020-10-03,18.5,12.6,15.0,16.7,11.6,19.0,36.4,134,8.36,22093.41,41390.35,1.54,0.5
2020-10-04,21.0,14.0,16.9,18.6,12.4,26.9,51.1,141,10.25,27851.62,41164.94,2.3,0.0
2020-10-05,19.6,13.9,16.5,15.8,11.7,25.4,48.2,139,12.33,37447.36,40939.05,2.99,0.4
2020-10-06,18.3,14.0,16.0,15.6,10.4,25.4,47.2,151,5.99,18764.04,40712.86,2.44,4.7
2020-10-07,17.7,15.6,16.5,19.0,13.6,23.3,49.7,160,3.53,8107.23,40486.48,0.72,19.2
2020-10-08,18.3,15.1,16.2,18.6,13.3,18.1,33.8,132,4.05,343.93,40260.08,0.95,9.2
2020-10-09,19.6,13.9,16.2,20.3,13.2,13.6,34.2,141,8.8,34355.09,40033.8,1.56,2.9
2020-10-10,19.2,11.9,15.0,18.9,10.8,9.0,19.8,71,9.98,26915.02,39807.79,1.66,0.0
2020-10-11,17.9,9.1,13.2,17.9,7.6,9.0,15.1,85,11.66,37397.37,39582.19,1.68,0.0
2020-10-12,18.8,9.5,14.0,18.9,8.0,11.2,20.5,187,8.01,23879.68,39357.18,1.35,0.3
2020-10-13,19.5,12.5,15.6,17.3,11.3,21.7,41.4,131,8.29,32749.29,39132.89,1.64,0.3
2020-10-14,17.6,9.4,15.0,15.9,6.7,21.1,41.0,177,9.27,34149.08,38909.5,2.03,0.4
2020-10-15,18.0,8.1,12.2,15.3,5.0,17.7,32.4,194,10.39,36866.85,38687.17,2.14,0.0
2020-10-16,14.1,10.2,12.1,12.9,8.2,14.2,25.2,359,6.35,14218.94,38466.05,1.12,2.6
2020-10-17,12.1,8.4,10.5,11.7,5.5,20.9,37.8,14,1.32,0.0,38246.32,0.41,21.5
2020-10-18,9.6,6.2,8.0,5.8,1.3,21.3,40.3,266,6.27,14125.26,38028.16,1.23,0.0
2020-10-19,11.0,4.6,7.8,6.7,1.2,22.0,41.0,266,8.56,35081.88,37811.72,1.45,0.1
2020-10-20,10.6,3.3,6.5,6.8,-0.2,23.8,45.4,272,7.89,21605.51,37597.04,1.18,0.0
2020-10-21,11.1,3.7,7.4,7.6,1.0,17.6,34.2,211,4.24,752.26,37382.36,0.96,0.0
2020-10-22,16.4,6.7,11.7,14.0,3.9,16.5,30.6,238,8.7,33327.92,37167.35,1.76,0.0
2020-10-23,17.4,9.1,13.4,15.8,7.5,15.9,28.1,250,8.19,26526.12,36952.19,1.55,0.0
2020-10-24,17.0,10.9,13.0,16.0,9.5,17.1,31.0,259,5.5,15589.13,36737.05,1.03,0.8
2020-10-25,13.8,9.1,11.6,13.1,7.5,15.6,29.2,334,7.02,25152.12,36522.12,0.99,0.0
2020-10-26,14.2,8.4,10.9,11.3,6.4,16.8,33.1,121,7.5,31904.3,36307.57,1.2,0.0
2020-10-27,14.8,7.7,10.5,13.1,5.3,14.5,30.2,130,7.97,33649.79,36093.62,1.12,0.0
2020-10-28,14.7,6.7,10.0,13.9,4.5,11.0,23.0,136,7.85,25200.0,35880.43,1.03,0.0
2020-10-29,10.6,5.9,8.3,8.5,3.8,11.8,24.5,138,3.1,704.32,35668.22,0.44,0.8
2020-10-30,12.6,7.2,9.6,11.4,5.4,12.7,22.3,276,4.44,16508.45,35457.18,0.65,0.5
2020-10-31,8.8,7.2,8.0,5.6,3.7,22.3,39.6,337,1.23,0.0,35247.53,0.25,11.3
2020-11-01,8.7,6.9,7.8,5.2,3.8,21.3,41.0,358,1.42,0.0,35039.46,0.31,11.8
2020-11-02,7.7,6.1,6.7,4.5,2.8,15.5,28.8,322,1.47,0.0,34833.23,0.38,0.0
2020-11-03,10.1,5.1,7.2,8.4,2.4,9.1,16.2,357,4.03,15219.96,34629.03,0.55,0.0
2020-11-04,8.6,4.2,6.7,7.0,1.4,9.3,18.7,104,2.83,0.0,34427.1,0.41,0.0
2020-11-05,9.8,5.8,7.7,7.1,2.6,14.6,27.4,285,2.91,4235.37,34227.68,0.55,0.1
2020-11-06,8.7,5.1,7.1,4.8,1.3,24.7,46.1,287,1.79,1562.53,34031.01,0.62,0.0
2020-11-07,11.8,7.5,8.9,8.6,4.2,24.0,43.6,300,3.82,12583.35,33837.34,0.58,0.0
2020-11-08,10.4,7.7,8.7,7.8,4.7,17.7,33.8,269,2.39,0.0,33646.94,0.42,0.0
2020-11-09,9.2,5.7,7.4,6.9,3.7,12.8,23.0,331,3.23,6283.76,33459.86,0.5,0.0
2020-11-10,8.2,4.2,6.1,4.8,1.8,11.2,22.3,334,6.44,31774.74,33274.28,0.78,0.0
2020-11-11,6.1,2.2,4.2,3.8,-0.9,9.3,18.0,14,1.74,3196.64,33089.89,0.35,0.0
2020-11-12,5.6,1.5,3.6,2.0,-1.4,11.8,22.0,138,2.58,9992.99,32906.89,0.55,0.0
2020-11-13,4.0,1.8,3.0,0.5,-1.6,13.7,25.9,144,2.01,3982.45,32725.48,0.41,0.1
2020-11-14,6.3,2.9,4.1,3.2,-0.8,12.5,24.5,186,2.04,1280.87,32545.9,0.35,0.9
2020-11-15,6.5,2.5,4.5,4.5,-0.2,8.0,18.4,204,2.26,11706.03,32368.37,0.3,2.2
2020-11-16,4.7,-0.1,2.5,2.3,-5.2,18.5,33.8,104,1.86,0.0,32193.12,0.38,0.0
2020-11-17,-0.2,-2.4,-1.2,-5.3,-7.8,17.8,34.9,128,1.66,0.0,32020.39,0.61,1.7
2020-11-18,1.7,-1.3,-0.4,-3.0,-5.9,15.2,31.3,161,2.77,1339.65,31850.42,0.44,1.4
2020-11-19,4.1,-1.2,0.5,-1.0,-6.6,21.3,38.5,180,3.51,12158.26,31683.46,0.5,0.0
2020-11-20,2.3,-0.7,0.9,-1.0,-5.8,19.9,37.1,189,0.88,0.0,31519.75,0.25,5.7
2020-11-21,2.6,-0.7,1.1,-1.2,-4.6,18.0,34.6,330,4.0,25142.08,31359.58,0.35,0.9
2020-11-22,4.3,-1.8,1.0,-1.6,-5.7,23.3,41.8,238,3.41,11512.77,31203.19,0.8,0.0
2020-11-23,6.7,3.7,4.8,2.1,-1.6,22.0,41.8,263,2.95,13463.29,31050.86,1.07,0.2
2020-11-24,7.1,3.5,4.8,2.2,-1.1,26.9,49.0,285,4.06,24913.44,30902.86,0.62,2.2
2020-11-25,6.3,2.4,4.8,2.5,-1.6,22.0,40.3,284,1.81,2866.53,30759.48,0.49,0.2
2020-11-26,7.3,2.5,5.2,4.5,-1.1,12.1,22.3,243,2.48,11171.2,30620.99,0.36,0.0
2020-11-27,4.2,-0.2,2.2,-0.0,-4.6,17.3,36.0,245,1.63,0.0,30487.68,0.33,0.1
2020-11-28,3.6,-1.5,2.0,0.8,-5.2,12.6,23.0,246,2.03,2918.55,30359.85,0.28,0.6
2020-11-29,2.0,-1.6,-0.2,-1.7,-4.9,12.5,24.8,229,2.66,17581.33,30237.63,0.27,0.0
2020-11-30,1.6,-2.8,-0.7,-1.7,-6.6,8.3,18.7,266,4.62,23656.97,30119.66,0.39,0.0
2020-12-01,0.8,-1.3,-0.4,-4.0,-5.2,16.7,32.8,16,3.14,14947.63,30005.67,0.33,1.4
2020-12-02,0.1,-0.9,-0.4,-3.4,-4.6,11.7,20.9,90,0.77,0.0,29895.83,0.18,1.8
2020-12-03,0.4,-2.5,-0.9,-3.8,-6.2,15.1,27.7,124,1.81,0.0,29790.3,0.22,0.0
2020-12-04,2.2,-0.8,0.4,-2.4,-5.4,19.9,36.0,131,1.42,0.0,29689.23,0.21,0.0
2020-12-05,0.9,-1.2,-0.5,-4.1,-6.6,21.6,39.6,139,1.64,0.0,29592.79,0.26,0.0
2020-12-06,-0.2,-5.5,-3.2,-5.4,-11.3,18.7,36.4,120,4.89,28111.96,29501.14,0.82,0.0
2020-12-07,-4.2,-8.1,-6.3,-10.6,-14.4,23.5,45.4,115,4.4,21600.0,29414.44,0.62,0.0
2020-12-08,-3.5,-8.1,-5.6,-9.5,-14.2,23.4,46.1,109,1.92,3079.61,29332.85,0.56,0.0
2020-12-09,-1.5,-7.0,-4.4,-7.0,-12.3,18.4,37.1,110,3.56,21600.0,29256.54,0.5,0.0
2020-12-10,0.3,-6.2,-3.1,-5.2,-11.5,23.0,41.8,117,1.45,1774.13,29185.66,0.44,4.6
2020-12-11,0.9,-2.5,-0.8,-4.3,-8.0,23.0,41.4,125,2.95,15878.58,29120.38,0.31,6.3
2020-12-12,-2.0,-4.1,-3.2,-7.1,-9.8,19.6,36.7,103,1.48,281.43,29060.84,0.35,0.0
2020-12-13,0.3,-2.7,-0.8,-3.6,-6.8,16.0,28.8,101,0.93,0.0,29007.21,0.13,3.7
2020-12-14,0.3,-0.9,-0.4,-2.6,-4.4,11.7,20.9,68,1.08,0.0,28959.62,0.15,4.7
2020-12-15,1.9,-0.6,0.4,-1.5,-4.1,10.2,19.8,315,1.31,0.0,28918.24,0.17,0.0
2020-12-16,1.4,-0.4,0.3,-2.2,-3.8,12.1,23.4,178,1.5,2912.17,28883.2,0.19,0.0
2020-12-17,2.0,0.0,0.8,-0.7,-3.2,11.1,19.4,245,1.4,2722.55,28854.65,0.18,0.0
2020-12-18,1.2,-0.1,0.6,-1.9,-3.1,8.8,16.9,184,0.82,0.0,28832.72,0.14,0.2
2020-12-19,2.2,0.4,1.2,-0.6,-2.9,9.0,16.9,290,1.1,0.0,28817.53,0.14,0.4
2020-12-20,2.6,0.7,1.5,-0.1,-1.9,7.7,13.3,339,1.36,1099.26,28808.86,0.17,0.0
2020-12-21,1.0,-2.5,0.1,-1.4,-7.3,14.5,27.4,126,0.54,0.0,28806.6,0.12,0.8
2020-12-22,-0.6,-3.3,-2.1,-5.5,-8.0,16.3,29.5,157,3.05,16518.77,28810.68,0.43,0.0
2020-12-23,0.1,-2.7,-1.2,-3.4,-8.3,20.9,38.5,171,0.79,0.0,28821.06,0.34,4.4
2020-12-24,2.0,-0.3,0.8,-2.6,-3.8,21.0,37.4,169,1.07,0.0,28837.64,0.15,5.1
2020-12-25,5.6,1.4,3.1,2.7,-2.7,21.3,37.8,234,2.87,17193.87,28860.37,0.25,6.1
2020-12-26,2.0,-2.0,0.1,-2.3,-6.7,15.7,30.2,275,2.0,5064.58,28889.15,0.25,0.1
2020-12-27,1.6,-2.7,-0.5,-2.2,-8.1,18.5,32.8,219,2.83,18647.57,28923.92,0.34,0.0
2020-12-28,1.1,-2.7,-0.4,-4.7,-8.2,27.2,50.0,134,1.52,0.0,28964.58,0.41,1.5
2020-12-29,3.1,0.4,1.6,-0.6,-5.2,28.4,50.4,144,0.91,0.0,29011.05,0.11,1.4
2020-12-30,7.2,1.0,3.9,4.6,-2.0,16.0,28.1,143,1.38,0.0,29063.22,0.14,0.5
2020-12-31,9.2,7.1,7.7,6.5,4.0,16.3,29.2,155,1.52,0.0,29121.01,0.21,1.1
2021-01-01,8.8,3.8,6.5,5.9,-0.4,21.9,42.8,180,1.54,5948.71,29184.32,0.27,4.0
2021-01-02,5.7,0.3,2.6,2.3,-3.4,17.3,31.3,234,3.38,22837.44,29253.04,0.41,0.0
2021-01-03,4.4,-0.3,1.5,-0.1,-4.5,21.5,39.6,152,2.04,0.0,29327.07,0.22,0.0
2021-01-04,4.3,0.9,2.3,0.6,-3.9,19.8,36.4,145,1.4,0.0,29406.31,0.21,1.5
2021-01-05,0.7,-1.3,-0.3,-3.9,-6.2,18.3,34.6,116,1.45,0.0,29490.64,0.2,0.2
2021-01-06,0.9,-0.9,0.1,-1.9,-4.5,13.1,24.1,119,0.86,0.0,29579.97,0.15,4.4
2021-01-07,3.7,0.4,2.3,1.6,-2.6,18.4,31.3,125,0.85,0.0,29674.18,0.13,12.2
2021-01-08,2.0,-0.3,1.2,-3.1,-4.6,26.4,48.6,270,1.81,167.96,29773.27,0.38,2.5
2021-01-09,1.2,-1.1,-0.2,-3.2,-5.5,16.1,32.0,270,3.08,18281.37,29878.35,0.37,0.1
2021-01-10,1.0,-1.0,-0.2,-3.1,-5.9,17.6,32.0,282,2.02,9254.31,29989.48,0.38,0.1
2021-01-11,0.6,-1.4,-0.8,-3.5,-4.8,9.4,19.8,279,1.15,490.83,30106.4,0.23,0.4
2021-01-12,0.2,-1.6,-0.9,-4.4,-6.8,18.5,34.6,165,2.14,2789.51,30228.84,0.48,0.0
2021-01-13,-1.6,-3.4,-2.3,-5.8,-7.8,15.4,29.5,84,2.0,0.0,30356.53,0.4,0.4
2021-01-14,-0.5,-4.1,-2.5,-4.2,-8.0,9.0,18.7,181,1.45,0.0,30489.19,0.23,1.2
2021-01-15,-3.0,-12.2,-8.7,-7.1,-17.7,18.7,39.6,316,3.69,10800.0,30626.58,0.41,1.0
2021-01-16,-12.6,-18.7,-15.1,-18.2,-24.3,15.0,29.5,299,5.14,21600.0,30768.43,0.27,0.0
2021-01-17,-13.9,-19.1,-17.1,-18.5,-23.9,10.0,15.5,311,5.99,28800.0,30914.49,0.21,0.0
2021-01-18,-14.0,-22.5,-17.5,-19.1,-28.3,13.2,24.8,310,5.08,22716.47,31064.51,0.22,0.0
2021-01-19,-12.6,-18.2,-15.8,-17.7,-23.2,10.3,19.8,294,5.24,24800.49,31218.22,0.24,0.0
2021-01-20,-9.0,-22.5,-13.8,-14.6,-28.4,15.9,28.4,157,5.96,27195.08,31375.41,0.32,0.0
2021-01-21,2.0,-8.8,-2.9,-2.7,-14.3,18.6,33.1,187,5.18,27826.83,31535.82,0.44,0.6
2021-01-22,4.7,-3.2,0.2,0.6,-7.7,16.9,29.2,192,4.8,22852.53,31699.23,0.47,0.0
2021-01-23,4.6,-1.9,0.7,1.0,-5.7,15.1,27.4,168,6.12,29626.12,31865.39,0.47,0.0
2021-01-24,7.3,1.0,4.5,2.9,-3.2,24.2,43.6,156,1.53,0.0,32034.11,0.25,0.7
2021-01-25,6.7,3.7,5.1,1.9,0.2,27.8,50.4,141,1.85,0.0,32205.14,0.22,7.7
2021-01-26,6.0,0.6,2.5,1.2,-5.5,39.5,73.4,219,3.37,10283.48,32378.28,0.81,5.1
2021-01-27,0.7,-0.8,-0.0,-3.3,-5.8,18.5,34.2,307,1.96,0.0,32553.31,0.51,1.2
2021-01-28,0.3,-1.5,-0.7,-4.6,-6.7,22.4,42.5,343,1.63,0.0,32730.24,0.3,8.5
2021-01-29,0.4,-5.2,-2.5,-5.3,-10.4,23.1,45.7,256,3.24,12971.72,32910.84,0.51,4.0
2021-01-30,-3.1,-9.4,-4.9,-6.5,-13.9,15.8,32.8,203,3.19,3444.91,33095.37,0.25,2.8
2021-01-31,-0.8,-9.9,-4.2,-5.3,-14.6,19.5,36.0,281,5.77,20462.02,33283.54,0.4,1.8
2021-02-01,-3.3,-10.1,-6.6,-8.1,-15.0,16.6,29.5,51,5.34,5213.98,33475.07,0.31,0.6
2021-02-02,-2.8,-8.5,-5.9,-6.3,-13.5,13.1,28.4,34,5.06,6886.34,33669.7,0.35,0.5
2021-02-03,2.0,-5.6,-0.8,-1.7,-10.0,14.7,26.6,203,4.84,5104.18,33867.17,0.38,0.2
2021-02-04,4.2,-1.0,1.9,0.5,-6.7,30.3,55.1,225,2.77,0.0,34067.22,0.32,2.8
2021-02-05,-1.9,-6.9,-4.7,-8.8,-13.2,30.9,56.2,316,4.13,2345.63,34269.6,0.67,0.0
2021-02-06,-2.1,-10.0,-6.1,-7.9,-15.6,17.3,33.8,299,5.22,15528.77,34474.06,0.74,0.2
2021-02-07,-9.5,-12.8,-11.2,-14.1,-17.6,12.3,24.5,42,6.15,20279.67,34680.38,0.49,0.0
2021-02-08,-8.0,-12.2,-10.6,-15.1,-18.5,27.5,49.0,102,2.52,0.0,34888.31,0.36,10.3
2021-02-09,-4.0,-7.8,-6.3,-8.6,-14.9,26.1,46.8,106,5.23,6924.15,35097.64,0.39,12.4
2021-02-10,-3.7,-8.8,-6.1,-8.1,-12.7,15.9,25.6,46,4.75,1502.81,35308.14,0.33,7.7
2021-02-11,-6.2,-10.4,-7.9,-11.5,-14.6,20.4,32.8,50,2.6,0.0,35519.61,0.21,9.0
2021-02-12,-7.6,-13.6,-11.1,-13.8,-20.6,30.3,50.0,314,5.68,0.0,35731.82,0.36,6.1
2021-02-13,-10.9,-13.1,-12.3,-18.9,-21.4,34.2,55.4,309,5.54,0.0,35944.6,0.43,5.1
2021-02-14,-3.5,-12.4,-8.4,-8.9,-19.8,30.8,51.1,308,7.79,23880.55,36157.72,0.56,0.0
2021-02-15,-6.0,-12.8,-9.7,-11.8,-17.9,17.6,28.8,318,6.51,16133.02,36371.01,0.36,0.9
